Package;Komponen;Level;Indikator;Pertanyaan
0;Strategy;Define;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah terdapat kebijakan yang menyatakan bahwa semua sumber daya informasi dan data merupakan milik organisasi?
0;Strategy;Measure;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi melakukan audit untuk memverifikasi bahwa anggota organisasi mematuhi kebijakan kepemilikan data?
0;Strategy;Analyze;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi menganalisis insiden kebocoran data untuk menentukan apakah pelanggaran kebijakan kepemilikan data adalah penyebabnya?
0;Strategy;Improve & Control;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi menerapkan kontrol teknis (seperti manajemen hak akses) untuk menegakkan kebijakan kepemilikan data?
0;Strategy;Sustain;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi secara konsisten meninjau dan memperkuat kebijakan ini untuk memastikan keberlanjutannya sebagai aset hukum dan operasional?
0;Strategy;Recognize;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah ada pemahaman bahwa pengamanan bukti yang tidak tepat waktu atau tidak teratur dapat merusak integritasnya?
0;Strategy;Define;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah Organisasi memiliki kebijakan yang jelas mengenai kondisi atau situasi di mana barang bukti digital dapat diamankan?
0;Strategy;Measure;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah organisasi mencatat setiap kejadian di mana bukti digital diamankan, termasuk waktu, alasan, dan personel yang terlibat?
0;Strategy;Analyze;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah organisasi menganalisis data insiden untuk menentukan apakah kebijakan pengamanan bukti sudah diterapkan secara konsisten?
0;Strategy;Improve & Control;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah ada program untuk memperbarui kebijakan ini agar relevan dengan jenis-jenis insiden baru?
0;Strategy;Sustain;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah kebijakan ini diintegrasikan ke dalam program pelatihan tim respons insiden secara berkelanjutan?
0;Strategy;Recognize;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah ada pemahaman dasar mengenai pentingnya mengidentifikasi jenis data yang relevan dalam suatu insiden?
0;Strategy;Define;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah terdapat kebijakan yang mengidentifikasi bukti digital mana yang harus diamankan (e.g., system logs, emails, databases, access records)?
0;Strategy;Measure;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah ada mekanisme untuk memverifikasi bahwa bukti yang diamankan sesuai dengan daftar yang disebutkan dalam kebijakan?
0;Strategy;Analyze;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah organisasi menganalisis kesenjangan antara jenis bukti yang diidentifikasi dalam kebijakan dengan bukti yang benar-benar relevan dalam investigasi aktual?
0;Strategy;Improve & Control;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah ada kontrol yang memastikan bahwa daftar jenis bukti ini dikomunikasikan dengan baik kepada semua pihak yang terlibat dalam respons insiden?
0;Strategy;Sustain;Kebijakan barang bukti digital apa saja yang harus diamankan ;Apakah kebijakan ini secara rutin ditinjau dan disesuaikan berdasarkan pengalaman dari investigasi sebelumnya?
0;Strategy;Recognize;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah ada pemahaman dasar mengenai pentingnya prosedur formal untuk pelepasan bukti, terutama kepada penegak hukum?
0;Strategy;Define;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah terdapat kebijakan yang mengatur metode dan keadaan di mana bukti yang diamankan dapat diserahkan kepada pihak eksternal, termasuk ketika harus dirujuk ke penegak hukum?
0;Strategy;Measure;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah organisasi mencatat setiap pelepasan bukti, termasuk kepada siapa, kapan, dan bagaimana bukti tersebut diserahkan?
0;Strategy;Analyze;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah organisasi menganalisis proses pelepasan bukti untuk mengidentifikasi potensi kelemahan atau keterlambatan?
0;Strategy;Improve & Control;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah ada kontrol yang diterapkan untuk memastikan bahwa bukti yang dilepaskan telah diverifikasi keutuhannya dan didokumentasikan dengan benar?
0;Strategy;Sustain;Kebijakan yang menyatakan cara dan situasi ketika bukti-bukti yang telah diamankan oleh organisasi dapat dilepaskan kepada pihak di luar organisasi, termasuk ketika harus dirujuk ke penegak hukum ;Apakah kebijakan ini secara rutin ditinjau dan disesuaikan untuk memastikan kepatuhan terhadap hukum yang berkembang?
0;Strategy;Recognize;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah organisasi menyadari pentingnya pembagian wewenang yang jelas dalam proses forensik digital?
0;Strategy;Define;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah terdapat kebijakan mengenai pembagian wewenang, tugas, dan tanggung jawab terkait pengumpulan, pemeliharaan, dan pemeriksaan bukti digital?
0;Strategy;Measure;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah organisasi mencatat dan memverifikasi bahwa setiap langkah dalam proses forensik digital (pengumpulan, pemeliharaan, pemeriksaan) dilakukan oleh personel yang berwenang?
0;Strategy;Analyze;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah organisasi menganalisis alur kerja forensik digital untuk mengidentifikasi tumpang tindih atau kesenjangan dalam wewenang dan tanggung jawab?
0;Strategy;Improve & Control;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah ada kontrol yang diterapkan untuk memastikan bahwa personel yang terlibat dalam setiap tahap memiliki kualifikasi yang sesuai?
0;Strategy;Sustain;Kebijakan pembagian wewenang, tugas dan tanggungjawab terkait pengumpulan barang bukti digital, pemeliharaan dan pemeriksaannya ;Apakah kebijakan pembagian wewenang ini diintegrasikan ke dalam deskripsi pekerjaan dan pelatihan rutin tim forensik digital?
0;Policy & Procedure;Recognize;Kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK);Apakah organisasi menyadari pentingnya memiliki kebijakan dan prosedur untuk mengatur penggunaan TIK oleh para anggota?
0;Policy & Procedure;Define;Kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK);Apakah terdapat kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK)?
0;Policy & Procedure;Measure;Kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK);Apakah kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK) telah dimonitor secara berkala?
0;Policy & Procedure;Analyze;Kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK);Apakah ada analisis terhadap kesenjangan atau kelemahan dalam kebijakan yang ada, berdasarkan hasil pemantauan?
0;Policy & Procedure;Improve & Control;Kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK);Apakah ada rencana untuk memperbarui kebijakan dan prosedur TIK agar tetap relevan dengan perkembangan teknologi?
0;Policy & Procedure;Sustain;Kebijakan dan prosedur sebagai pedoman untuk aktivitas dan operasi anggota organisasi yang menggunakan Teknologi Informasi dan Komunikasi (TIK);Apakah kebijakan dan prosedur TIK ditinjau dan diperbarui secara rutin untuk memastikan relevansinya?
0;Policy & Procedure;Recognize;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah ada pemahaman awal mengenai tanggung jawab organisasi dalam melindungi data pribadi?
0;Policy & Procedure;Define;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah organisasi sudah memiliki kebijakan terkait perlindungan data pribadi sesuai dengan peraturan perundang-undangan yang berlaku (UU PDP)?
0;Policy & Procedure;Measure;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah organisasi secara rutin melakukan audit untuk mengukur kepatuhan terhadap kebijakan perlindungan data pribadi yang telah dibuat?
0;Policy & Procedure;Analyze;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah organisasi menganalisis hasil audit dan laporan insiden untuk mengidentifikasi kelemahan dalam kebijakan atau prosedur yang ada?
0;Policy & Procedure;Improve & Control;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah ada program untuk memperbarui kebijakan perlindungan data pribadi agar tetap relevan dengan perubahan regulasi dan teknologi?
0;Policy & Procedure;Sustain;Kebijakan terkait perlindungan data pribadi yang disusun sesuai dengan peraturan perundang-undangan yang berlaku (UU No.27 Tahun 2022 tentang Pelindungan Data Pribadi).;Apakah kebijakan perlindungan data pribadi menjadi bagian integral dari budaya kerja organisasi?
0;Policy & Procedure;Recognize;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah organisasi menyadari pentingnya menetapkan sanksi yang jelas untuk pelanggaran kebijakan perlindungan data dan kesiapan forensik digital?
0;Policy & Procedure;Define;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah sanksi untuk  pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital telah ditetapkan?
0;Policy & Procedure;Measure;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah ada pengukuran yang dilakukan untuk menilai seberapa sering pelanggaran terjadi setelah sanksi ditetapkan?
0;Policy & Procedure;Analyze;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah ada analisis untuk mengevaluasi efektivitas sanksi yang diterapkan dalam mencegah pelanggaran di masa depan?
0;Policy & Procedure;Improve & Control;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah ada program untuk meninjau dan memperbarui kebijakan sanksi agar lebih efektif dan adil?
0;Policy & Procedure;Sustain;Sanksi bagi pelanggar kebijakan dan prosedur perlindungan data dan kesiapan forensik digital;Apakah sistem sanksi ini menjadi bagian dari sistem manajemen kinerja dan kedisiplinan yang berkelanjutan?
0;Policy & Procedure;Recognize;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah ada pemahaman dasar organisasi bahwa data yang dihasilkan atau disimpan di sistem organisasi adalah aset berharga yang harus dilindungi?
0;Policy & Procedure;Define;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah terdapat kebijakan yang menyatakan bahwa semua sumber daya informasi dan data merupakan milik organisasi?
0;Policy & Procedure;Measure;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi melakukan audit untuk memverifikasi bahwa anggota organisasi mematuhi kebijakan kepemilikan data?
0;Policy & Procedure;Analyze;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi menganalisis insiden kebocoran data untuk menentukan apakah pelanggaran kebijakan kepemilikan data adalah penyebabnya?
0;Policy & Procedure;Improve & Control;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi menerapkan kontrol teknis (seperti manajemen hak akses) untuk menegakkan kebijakan kepemilikan data?
0;Policy & Procedure;Sustain;Kebijakan bahwa semua sumber daya informasi dan data merupakan milik organisasi ;Apakah organisasi secara konsisten meninjau dan memperkuat kebijakan ini untuk memastikan keberlanjutannya sebagai aset hukum dan operasional?
0;Policy & Procedure;Recognize;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah ada pemahaman bahwa pengamanan bukti yang tidak tepat waktu atau tidak teratur dapat merusak integritasnya?
0;Policy & Procedure;Define;Kebijakan dalam keadaan bagaimanakah barang bukti digital dapat diamankan ;Apakah Organisasi memiliki kebijakan yang jelas mengenai kondisi atau situasi di mana barang bukti digital dapat diamankan?
